0x5B53F157588d6cB4F16a1A3C8BD73fe4fB150FcF,140750
0x4F88F8f8a63B0D6ED585133FFB44313CD8D509b4,140880
0x9108048F5eF19c64D00ADDA718906990B53D02Cd,34880
0x61b86CA7B739be2126BDb922Cc48ec1bc774eaC5,581250
0xa4cbdc06546ee197aa3110454a0615f26b04d3ad,145250
0xa6C23E20A2D8Ca6764183cA71687de8b690ad546,69750
0x7c0fD14239139069f23191b0c0372a1060C3E508,34880
0x5bBf9f921504EAa6F9f5f9C555010e0ceB245360,1162500
0xd48e305ce69a303a9ad9ccf9cf31b659a9d60dba,34880
0x3702172bBa8D30d2Fe61d879Ec844E635AFbD329,46500
0xe19E9a1398c7695d709C04cC1CE803DD3Ad742F1,174380
0x34C49b21163683049bEB28016c5cc2Fb06216917,174380
0xEE9cA24FB62BFc021e1A46E09e1C1CbECD3341B5,348750
0x44A07482483031D9613A24350fDEDB910c25daFd,348750
0x1466c2869278E7B1dacA2EE60dD62af3f5fbA605,93000
0xd5dDAB861C2EcFaB95756244ea495cbBd6A7A1B1,58130
0x4513D1a68b966a6479BC0dE4CE9c263cF41Eb2a4,34880
0x332CdBb1B739B55a8C32884FEC4B678E83B31506,46500
0xcAfd87070aA6bd74277dBAa4a35d53caA879bce8,581250
0xf57395058624cC79ae1Ab69617b9B6521E3ac71B,34880
0x05DD67267B86A1fB9E8C9bf36D13067Ea82C1BDD,34880
0xAE3204669233dD4f7a7aD0A97f4A09716340061c,116250